RUN	uk.gov.hmcts.reform.LandA.performance.simulations.mainSimulation	mainsimulation	1642765377263	XUI Journeys for all Services	3.1.1
USER	Complete	1	START	1642765378694	1642765378694
REQUEST	1		CSRF check	1642765378715	1642765378857	OK	 
REQUEST	1		CCDlogin	1642765378935	1642765379287	OK	 
REQUEST	1		CCDlogin Redirect 1	1642765379295	1642765379799	OK	 
REQUEST	1		CCDlogin Redirect 2	1642765379803	1642765379855	OK	 
REQUEST	1		CCD Search	1642765384809	1642765390959	OK	 
REQUEST	1		CCD Search Redirect 1	1642765390962	1642765391100	OK	 
USER	Complete	1	END	1642765378694	1642765393097
